180	180
180	180
180	180
180	180
180	180
360	180
360	180
360	180
360	180
360	180
360	180
360	180
360	180
360	180
360	180
360	180
360	180
360	180
360	180
360	180
540	360
540	180
540	180
900	720
900	720
900	720
900	720
900	540
900	540
900	540
900	360
900	180
900	180
900	180
900	180
900	180
900	180
900	180
900	180
900	180
900	180
1080	900
1080	720
1080	720
1080	720
1080	900
1080	720
1080	720
1080	720
1080	720
1080	540
1080	540
1080	540
1080	540
1080	540
1080	540
1080	540
1080	540
1080	540
1080	540
1080	540
1080	180
1080	180
1080	180
1080	180
1080	180
1080	180
1080	180
1080	180
1080	180
1080	180
1080	180
1080	180
1080	180
1080	180
1080	180
1260	1080
1260	720
1260	720
1260	720
1260	720
1260	360
1260	360
1260	360
1260	360
1260	360
1260	360
1260	180
1260	360
1260	360
1260	360
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1260	180
1440	1260
1440	1080
1440	1080
1440	1080
1440	1080
1440	900
1440	540
1440	540
1440	540
1440	540
1440	540
1440	540
1440	360
1440	360
1440	360
1440	360
1440	360
1440	360
1440	360
1440	360
1440	360
1440	360
1440	360
1440	360
1440	360
1440	360
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1440	180
1620	1440
1620	1440
1620	1440
1620	1440
1620	1440
1620	1260
1620	1260
1620	1260
1620	1080
1620	1080
1620	720
1620	540
1620	540
1620	540
1620	540
1620	360
1620	180
1620	180
1620	180
1620	180
1620	180
1620	180
1620	180
1620	180
1620	180
1620	180
1620	180
1800	1620
1800	1620
1800	1620
1800	1620
1800	360
1800	180
2160	1980
2160	1980
2160	1800
2160	1080
2160	1080
2160	1080
2160	1080
2160	900
2160	900
2160	900
2160	900
2160	720
2160	540
2160	540
2160	540
2160	360
2160	180
2160	360
2160	180
2160	180
2160	180
2340	2160
2340	2160
2340	2160
2340	1980
2340	1980
2340	1980
2340	1080
2340	1080
2340	900
2340	900
2340	900
2340	900
2340	720
2340	720
2340	720
2340	720
2340	720
2340	540
2340	540
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2340	180
2520	2340
2520	2340
2520	1980
2520	1620
2520	1620
2520	1440
2520	1260
2520	1260
2520	1260
2520	1260
2520	1260
2520	1080
2520	900
2520	900
2520	900
2520	900
2520	900
2520	180
2520	180
2520	180
2520	180
2520	180
