#BOX_NAME,CALL_TIME,CRANE_TIME,EXECUTION_TIME,RELOCATIONS,
C22-1018-26,38466,38507,38515,1,
C12-590-26,38501,38542,38550,1,
C0-5-27,39381,39382,39383,0,
C5-256-27,39449,39449,39450,0,
C23-1088-27,39459,39459,39460,0,
C14-688-27,39478,39481,39482,0,
C24-1139-27,39499,39499,39500,0,
C23-1061-27,39516,39524,39525,0,
C25-1161-27,39516,39524,39525,0,
C11-551-27,39517,39531,39532,0,
C24-1123-27,39605,39610,39611,0,
C23-1097-27,39635,39635,39636,0,
C13-626-27,39641,39641,39642,0,
C23-1096-27,39642,39642,39643,0,
C15-733-27,39673,39678,39679,0,
C14-668-27,39674,39678,39679,0,
C7-352-27,39694,39706,39707,0,
C19-898-27,39695,39706,39707,0,
C23-1085-27,39709,39709,39710,0,
C24-1148-27,39709,39709,39717,1,
C6-330-27,39762,39763,39764,0,
C3-159-27,39789,39789,39811,3,
C17-798-27,39814,39824,39825,0,
C18-851-27,39828,39828,39829,0,
C26-1227-27,39834,39834,39835,0,
C13-641-27,39837,39837,39852,2,
C26-1242-27,39843,39858,39859,0,
C21-976-27,39873,39876,39877,0,
C25-1158-27,39875,39876,39877,0,
C21-1004-27,39876,39876,39877,0,
C17-831-27,39897,39915,39916,0,
C10-493-27,39902,39915,39916,0,
C16-749-27,39920,39929,39930,0,
C5-297-27,39934,39934,39964,5,
C9-453-28,40863,40863,40864,0,
C27-1267-28,40880,40886,40887,0,
C22-1038-28,40881,40886,40887,0,
C8-405-28,40924,40931,40932,0,
C7-362-28,40954,40987,40988,0,
C23-1083-28,40956,40987,40988,0,
C19-896-28,40979,41015,41030,2,
C23-1080-28,40992,41029,41037,1,
C15-702-28,40997,41036,41037,0,
C19-913-28,40999,41036,41037,0,
C25-1166-28,41011,41050,41065,2,
C23-1093-28,41030,41071,41086,2,
C6-316-28,41033,41085,41086,0,
C10-501-28,41045,41092,41093,0,
C25-1176-28,41079,41120,41121,0,
C0-21-28,41081,41127,41128,0,
C27-1277-28,41082,41127,41128,0,
C13-628-28,41097,41127,41128,0,
C9-452-28,41137,41141,41156,2,
C24-1149-28,41167,41167,41168,0,
C22-1048-28,41186,41186,41215,4,
C12-603-28,41222,41222,41223,0,
C24-1122-28,41235,41235,41243,1,
C18-836-28,41289,41291,41295,1,
C17-822-28,41295,41295,41311,3,
C11-558-28,41299,41317,41318,0,
C26-1204-28,41302,41317,41318,0,
C26-1234-28,41322,41324,41359,6,
C13-640-28,41326,41358,41359,0,
C12-565-28,41341,41372,41373,0,
C14-693-28,41365,41386,41415,4,
C25-1163-28,41379,41414,41415,0,
C9-444-28,41387,41414,41415,0,
C27-1253-29,42256,42259,42260,0,
C11-536-29,42260,42267,42268,0,
C9-472-29,42270,42288,42296,1,
C22-1025-29,42285,42309,42310,0,
C27-1261-29,42285,42309,42313,1,
C11-543-29,42327,42340,42362,3,
C15-709-29,42369,42382,42383,0,
C16-755-29,42380,42403,42404,0,
C21-1009-29,42384,42410,42421,2,
C26-1246-29,42395,42434,42435,0,
C18-853-29,42407,42448,42470,3,
C19-922-29,42408,42469,42484,2,
C16-770-29,42411,42483,42501,3,
C26-1232-29,42412,42500,42508,1,
C25-1169-29,42413,42507,42508,0,
C24-1102-29,42417,42514,42515,0,
C23-1051-29,42424,42514,42515,0,
C22-1020-29,42437,42514,42515,0,
C21-983-29,42476,42514,42515,0,
C20-945-29,42484,42514,42515,0,
C27-1290-29,42501,42521,42522,0,
C25-1177-29,42510,42528,42529,0,
C16-763-29,42518,42542,42543,0,
C24-1133-29,42545,42545,42560,2,
C27-1291-29,42551,42559,42560,0,
C25-1159-29,42609,42609,42617,1,
C12-569-29,42621,42621,42622,0,
C10-480-29,42647,42647,42655,1,
C27-1292-29,42666,42666,42703,6,
C25-1196-29,42667,42702,42703,0,
C27-1259-29,42702,42702,42703,0,
C13-647-29,42714,42725,42726,0,
C28-1329-29,42714,42725,42726,0,
C28-1339-29,42717,42725,42726,0,
C26-1209-29,42727,42732,42740,1,
C20-962-29,42733,42739,42740,0,
C8-424-29,42787,42814,42836,3,
C20-942-29,42788,42835,42836,0,
C23-1092-29,42795,42842,42843,0,
C25-1153-29,42795,42842,42843,0,
C24-1143-29,42807,42849,42850,0,
C28-1321-29,42819,42849,42870,4,
